,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
9371,COM-115080,COM-115080_1,Interest charged on credit card as statement not received,complain about the interest charged.  explained how interest charges works but customer is now happy full reversal of interest charges but there has been a previous reversal in sept,Interest credit back to ANZ FREQUENT FLYER PLATINUM  credit card. Confirmed with customer if registered for online statements.,14a,complain about the interest charged.  explained how interest charges works but customer is now happy full reversal of interest charges but there has been a previous reversal in septInterest charged on credit card as statement not receivedInterest credit back to ANZ FREQUENT FLYER PLATINUM  credit card. Confirmed with customer if registered for online statements.14a,1.0,0.0
9517,COM-115344,COM-115344_1,account closure,customer is not happy with the account closure. customer has no other accounts and is unhappy as she has no funds customer is seeking further information on the funds.,confirmed the customer that ANZ has processed the payment and will hit the account within 48 hours.   I also advised I was unable to get $100 available and will do a voucher to ofi account. customer was happy with the resolution,33,customer is not happy with the account closure. customer has no other accounts and is unhappy as she has no funds customer is seeking further information on the funds.account closureconfirmed the customer that ANZ has processed the payment and will hit the account within 48 hours.   I also advised I was unable to get $100 available and will do a voucher to ofi account. customer was happy with the resolution33,1.0,0.0
9518,COM-115344,COM-115344_2,account closure,customer is not happy with the account closure. customer has no other accounts and is unhappy as she has no funds customer is seeking further information on the funds.,confirmed the customer that ANZ has processed the payment and will hit the account within 48 hours.   I also advised I was unable to get $100 available and will do a voucher to ofi account. customer was happy with the resolution,33,customer is not happy with the account closure. customer has no other accounts and is unhappy as she has no funds customer is seeking further information on the funds.account closureconfirmed the customer that ANZ has processed the payment and will hit the account within 48 hours.   I also advised I was unable to get $100 available and will do a voucher to ofi account. customer was happy with the resolution33,1.0,0.0
9650,COM-115550,COM-115550_1,Customer did not receive funds for remaining balace,Customer's account was closed about 1 month ago but she has not received the cheque for the remaining funds in her access account. She would like to receive the funds through her OFI DDA instead.,Requested account closure to cancel chq and transfer funds to OFI account. Apologised for lost cheque,33,Customer's account was closed about 1 month ago but she has not received the cheque for the remaining funds in her access account. She would like to receive the funds through her OFI DDA instead.Customer did not receive funds for remaining balaceRequested account closure to cancel chq and transfer funds to OFI account. Apologised for lost cheque33,1.0,0.0
9683,COM-115609,COM-115609_2,CC T&Cs,Marin also raised that $58.00 CC annual fee was charged on 03/10/17 and he closed the card on 04/11/2017. Upset that this has not been refunded as he is no longer using the card. Customer requesting Low Rate MasterCard  T&Cs and Copy of Contract to review fees and charges.,GWG of $58.00 to be credited to customer's ANZ Pensioner Advantage account to waive his CC annual fee which was charged just before customer closed the card. ------------------------------------------------------------------  Obtained required information from Credit Cards and issued to customer via post as per arrangement,14a,Marin also raised that $58.00 CC annual fee was charged on 03/10/17 and he closed the card on 04/11/2017. Upset that this has not been refunded as he is no longer using the card. Customer requesting Low Rate MasterCard  T&Cs and Copy of Contract to review fees and charges.CC T&CsGWG of $58.00 to be credited to customer's ANZ Pensioner Advantage account to waive his CC annual fee which was charged just before customer closed the card. ------------------------------------------------------------------  Obtained required information from Credit Cards and issued to customer via post as per arrangement14a,1.0,0.0
9773,COM-115769,COM-115769_1,credit made to a closed account,customer raised a dispute that has been in the customer's favour. funds has been credited to closed credit card account and primary card holder is deceased   Secondary card holder is seeking for the cheque to be issued for the amount.,As per deceased estate I advised the customer that ANZ has sent a letter out for release of funds. Once the form is received back ANZ will able to process the cheque.   Customer understood and was happy with the resolution,33,customer raised a dispute that has been in the customer's favour. funds has been credited to closed credit card account and primary card holder is deceased   Secondary card holder is seeking for the cheque to be issued for the amount.credit made to a closed accountAs per deceased estate I advised the customer that ANZ has sent a letter out for release of funds. Once the form is received back ANZ will able to process the cheque.   Customer understood and was happy with the resolution33,1.0,0.0
9887,COM-115962,COM-115962_1,Termdeposit closed without customer instruction,"Customer is not happy that our personal banker misunderstood and terminated their term deposit early, which caused her a penalty of early termination fee and lost interest","apologised to customer about the experience, advised that we will credit $186.07 as goodwill credit to cover the loss on her TD. Customer is happy with resolution",33,"Customer is not happy that our personal banker misunderstood and terminated their term deposit early, which caused her a penalty of early termination fee and lost interestTermdeposit closed without customer instructionapologised to customer about the experience, advised that we will credit $186.07 as goodwill credit to cover the loss on her TD. Customer is happy with resolution33",1.0,0.0
9905,COM-115979,COM-115979_2,account clossure,customer unhappy account closed,"Apologised to customer and advised customer cheque was already arranged yesterday $30,057.53 and to allow 5 to 7 business days for your bank cheque to arrive. Customer unsatisfied. Advised customer I will send final response via email. new letter sent",33,"customer unhappy account closedaccount clossureApologised to customer and advised customer cheque was already arranged yesterday $30,057.53 and to allow 5 to 7 business days for your bank cheque to arrive. Customer unsatisfied. Advised customer I will send final response via email. new letter sent33",1.0,0.0
9981,COM-116116,COM-116116_1,Merchant Terminal fee has been debited out of a business account that customer assumed was closed a year ago.,Customer called in to complain about account being overdrawn with a Merchant Terminal fee that is debited out of this business account that customer assumed was closed a year ago when he sold his business and closed everything due to an illness. Customer wants everything sorted he does not want to pay the money as he is now terminally ill and cannot afford it. He wants everything closed.,Provided customer the number for the merchant servicing team and asked him to contact them asap to arrange close of the terminal and avoid further fees. Meanwhile as gwg I will reverse $500 of fees charged on the account to help customer through his treatment.,33,Customer called in to complain about account being overdrawn with a Merchant Terminal fee that is debited out of this business account that customer assumed was closed a year ago when he sold his business and closed everything due to an illness. Customer wants everything sorted he does not want to pay the money as he is now terminally ill and cannot afford it. He wants everything closed.Merchant Terminal fee has been debited out of a business account that customer assumed was closed a year ago.Provided customer the number for the merchant servicing team and asked him to contact them asap to arrange close of the terminal and avoid further fees. Meanwhile as gwg I will reverse $500 of fees charged on the account to help customer through his treatment.33,1.0,0.0
9991,COM-116139,COM-116139_1,cheque bounced back,customer unhappy his cheque bounced back because he changed the amount and only initialled the crossed off amount.,Educated customer on cheque process. Advised customer we do not accept cheques with crossed off numbers or letters. Advised customer if he makes a mistake in the future to write a new cheque. Customer understood. Advised customer one off good will $150.00 will be credited to dda,15,customer unhappy his cheque bounced back because he changed the amount and only initialled the crossed off amount.cheque bounced backEducated customer on cheque process. Advised customer we do not accept cheques with crossed off numbers or letters. Advised customer if he makes a mistake in the future to write a new cheque. Customer understood. Advised customer one off good will $150.00 will be credited to dda15,1.0,0.0
9999,COM-116156,COM-116156_2,account closure,customer is unhappy that she organised to close her account and she transferred funds from the account to another account that was a reversal from ATO. This reversal was never credited back to the account but customer was able to withdraw the funds from the account/ customer has transferred funds from From ofi account to nil the balance Customer is seeking to close the account and feedback to be provided as no one rang to advise her,I apologised to the customer and advised will be able to reverse the interest charged back to the account. offered to credit $68.92 in two payments one to an ANZ account as customer seeking to close the account and the other in OFI account  customer agreed to the offer.  confirmed that debit occurred because there was funds from ATO but before they were cleared account was closed and ANZ sent the funds back to the remitter.  I confirmed account is now closed.   customer was happy with the resolution and accepted the closure,33,customer is unhappy that she organised to close her account and she transferred funds from the account to another account that was a reversal from ATO. This reversal was never credited back to the account but customer was able to withdraw the funds from the account/ customer has transferred funds from From ofi account to nil the balance Customer is seeking to close the account and feedback to be provided as no one rang to advise heraccount closureI apologised to the customer and advised will be able to reverse the interest charged back to the account. offered to credit $68.92 in two payments one to an ANZ account as customer seeking to close the account and the other in OFI account  customer agreed to the offer.  confirmed that debit occurred because there was funds from ATO but before they were cleared account was closed and ANZ sent the funds back to the remitter.  I confirmed account is now closed.   customer was happy with the resolution and accepted the closure33,1.0,1.0
10072,COM-116303,COM-116303_1,poor service,customer is unhappy that ANZ Benalla were unable to close her account and advised that the branch mocked her   customer is seeking her account to be closed,I apologised to the customer and advised that will send feedback to the branch and as per customer request closed the account customer agreed and wanted to a confirmation letter letter to be sent,33,customer is unhappy that ANZ Benalla were unable to close her account and advised that the branch mocked her   customer is seeking her account to be closedpoor serviceI apologised to the customer and advised that will send feedback to the branch and as per customer request closed the account customer agreed and wanted to a confirmation letter letter to be sent33,1.0,0.0
10262,COM-116654,COM-116654_2,account closed,"customer advised he sent his complaint to your feedback, customer transferred $3000 to etrade account from his credit card from IB. the transfer was rejected and pushed back and customer was advised that card was closed. customer  is disappointed as ANZ let him do the transaction and card was still reflected on IB when it should've have been cancelled and taken away from IB customer is seeking ANZ to cover for the financial loss suffered due to the payment rejection",I apologised to the customer and advised as per the documents sent and proof of purchase and sale I am willing to credit the financial loss of $471.28 customer advised to credit the funds back to account ending in 056  customer was happy with the resolution,33,"customer advised he sent his complaint to your feedback, customer transferred $3000 to etrade account from his credit card from IB. the transfer was rejected and pushed back and customer was advised that card was closed. customer  is disappointed as ANZ let him do the transaction and card was still reflected on IB when it should've have been cancelled and taken away from IB customer is seeking ANZ to cover for the financial loss suffered due to the payment rejectionaccount closedI apologised to the customer and advised as per the documents sent and proof of purchase and sale I am willing to credit the financial loss of $471.28 customer advised to credit the funds back to account ending in 056  customer was happy with the resolution33",1.0,0.0
10385,COM-116914,COM-116914_1,Customer is a small business customer. She would like to open an ANZ account in Taiwan and China but the service team was unable to advise the correct information.,Customer is a small business customer. She would like to open an ANZ account in Taiwan and China but the service team was unable to advise the correct information.,Provided feedback via ICM and advised ANZ retail and small business no longer operate in Taiwan and China,15,Customer is a small business customer. She would like to open an ANZ account in Taiwan and China but the service team was unable to advise the correct information.Customer is a small business customer. She would like to open an ANZ account in Taiwan and China but the service team was unable to advise the correct information.Provided feedback via ICM and advised ANZ retail and small business no longer operate in Taiwan and China15,1.0,0.0
10515,COM-117164,COM-117164_1,poor service regarding personal loan application and KYC for new accounts,Social Media Complaint,Have apologised for the experience and acknowledged this experience is not a good starting relationship ? advised his feedback will be passed on to address. However did explain that any new accounts need to be KYC?s. Discussed his personal loan and advised it was ready for drawdown ? discussed repayments and arrangement for direct debit. Customer was happy with outcome and is now ready to draw loan. Transferred call to Peronal Loans  who took over the cal to complete VA. **updated res - apologised for error in system and for issuing 7 cards. advised 6 have been cancelled and confimed whcih card to keep. customer happy. have sent response in writing.,18.2,Social Media Complaintpoor service regarding personal loan application and KYC for new accountsHave apologised for the experience and acknowledged this experience is not a good starting relationship ? advised his feedback will be passed on to address. However did explain that any new accounts need to be KYC?s. Discussed his personal loan and advised it was ready for drawdown ? discussed repayments and arrangement for direct debit. Customer was happy with outcome and is now ready to draw loan. Transferred call to Peronal Loans  who took over the cal to complete VA. **updated res - apologised for error in system and for issuing 7 cards. advised 6 have been cancelled and confimed whcih card to keep. customer happy. have sent response in writing.18.2,1.0,0.0
10613,COM-117324,COM-117324_1,account closure not notified,customer had poor experience at the MAccquarie branch he says he wanted to know where the $22k from his business account is now they have closed the account on him,educated customer on cheque being issued apologised he didn't receive letter and that the feedback about the staff member will be passed on,33,customer had poor experience at the MAccquarie branch he says he wanted to know where the $22k from his business account is now they have closed the account on himaccount closure not notifiededucated customer on cheque being issued apologised he didn't receive letter and that the feedback about the staff member will be passed on33,1.0,0.0
10614,COM-117324,COM-117324_2,account closure not notified,customer had poor experience at the MAccquarie branch he says he wanted to know where the $22k from his business account is now they have closed the account on him,educated customer on cheque being issued apologised he didn't receive letter and that the feedback about the staff member will be passed on,33,customer had poor experience at the MAccquarie branch he says he wanted to know where the $22k from his business account is now they have closed the account on himaccount closure not notifiededucated customer on cheque being issued apologised he didn't receive letter and that the feedback about the staff member will be passed on33,1.0,0.0
10649,COM-117367,COM-117367_1,Poor service.,Credit card closed 2 years ago and the 3cent credit balance was not explained to her and the credit card remained open. Customer advised when she asked to speak to a supervisor she is not transferred to the supervisor. Customer advised has had issues with ANZ previously and not happy with the service.,Apologised to customer and advised will pass on feedback to the relevant team. Customer appreciative of outcome.,33,Credit card closed 2 years ago and the 3cent credit balance was not explained to her and the credit card remained open. Customer advised when she asked to speak to a supervisor she is not transferred to the supervisor. Customer advised has had issues with ANZ previously and not happy with the service.Poor service.Apologised to customer and advised will pass on feedback to the relevant team. Customer appreciative of outcome.33,1.0,0.0
10650,COM-117370,COM-117370_1,account closure,The customer wants to close his cash investment account and has had difficulty in doing so.,emailed forms to submit for account closure,33,The customer wants to close his cash investment account and has had difficulty in doing so.account closureemailed forms to submit for account closure33,1.0,0.0
10727,COM-475775,COM-475775_1,Credit card closure,The customers wants confirmation their credit card has been closed. They closed it earlier today.,email sent as per request,33,The customers wants confirmation their credit card has been closed. They closed it earlier today.Credit card closureemail sent as per request33,1.0,0.0
10762,COM-475923,COM-475923_1,not closed after custoer request in September 2017,***account remained open customer requested account closure in september but not actioned due to direct debits set up which overdrew account customer now seeking for account to be closed today and overdraw/dishonour fees to be reversed,$84 goodwill credit to cover fees,33,***account remained open customer requested account closure in september but not actioned due to direct debits set up which overdrew account customer now seeking for account to be closed today and overdraw/dishonour fees to be reversednot closed after custoer request in September 2017$84 goodwill credit to cover fees33,1.0,1.0
10951,COM-476421,COM-476421_2,poor service,"customer is unhappy with the poor service provided for activation of customer's card overseas and KYC being completed.            I am emailing you because I was appalled by some of the customer service I have received from ANZ and how unhelpful some of your staff have been.             I am currently overseas so I listed my postal address as a PO box which would forward the card to me in Hong Kong. I am shortly due to return to Australia but I required the credit card before I returned home.            When the credit card arrived I saw that I needed to go into a branch to verify my identity. As I was overseas I called the hotline listed on your phone and they directed me to submit one certified copy to CerttifiedDocuments@ANZ.com. I submitted it immediately after receiving that advice on 15 December 2017.            I had not received a response from ANZ by 19 December so I called ANZ and was told to send two certified copies to a different email address ? cipcentral@anz.com. The woman I spoke to assured me this was the correct advice.            Later that day I received a response advising me that I must mail the original certified copies to ANZ in Australia and complete a Certifier form.             I called up ANZ and they told me that the form was not actually necessary but that I must send back the original certified copies. I did this on 19 December 2017.            Given this was right before the Xmas shut down period, I was advised by the postal service in Hong Kong that my certified copies would not return to Australia until the new year. If I had been given the correct information originally I would have been able to send them back much earlier and have my credit card activated before the Christmas period.            I contacted the person ?Chris Cook"" who I was directed to send the certified copies to on 5 January 2018 as I still had not received a confirmation from him or ANZ. Chris was absent but a ?Shane Mercer"" eventually answered my query. Shane said they had been unable to locate these certified copies. I then asked Shane for an alternative and provided suggestions. Shane was unhelpful and unable to provide any suggestions.","Apologised to customer for not meeting expectations, advising feedback passed on",18.2,"customer is unhappy with the poor service provided for activation of customer's card overseas and KYC being completed.            I am emailing you because I was appalled by some of the customer service I have received from ANZ and how unhelpful some of your staff have been.             I am currently overseas so I listed my postal address as a PO box which would forward the card to me in Hong Kong. I am shortly due to return to Australia but I required the credit card before I returned home.            When the credit card arrived I saw that I needed to go into a branch to verify my identity. As I was overseas I called the hotline listed on your phone and they directed me to submit one certified copy to CerttifiedDocuments@ANZ.com. I submitted it immediately after receiving that advice on 15 December 2017.            I had not received a response from ANZ by 19 December so I called ANZ and was told to send two certified copies to a different email address ? cipcentral@anz.com. The woman I spoke to assured me this was the correct advice.            Later that day I received a response advising me that I must mail the original certified copies to ANZ in Australia and complete a Certifier form.             I called up ANZ and they told me that the form was not actually necessary but that I must send back the original certified copies. I did this on 19 December 2017.            Given this was right before the Xmas shut down period, I was advised by the postal service in Hong Kong that my certified copies would not return to Australia until the new year. If I had been given the correct information originally I would have been able to send them back much earlier and have my credit card activated before the Christmas period.            I contacted the person ?Chris Cook"" who I was directed to send the certified copies to on 5 January 2018 as I still had not received a confirmation from him or ANZ. Chris was absent but a ?Shane Mercer"" eventually answered my query. Shane said they had been unable to locate these certified copies. I then asked Shane for an alternative and provided suggestions. Shane was unhelpful and unable to provide any suggestions.poor serviceApologised to customer for not meeting expectations, advising feedback passed on18.2",1.0,0.0
10992,COM-476495,COM-476495_1,Customer wanting letter advising of bank error due to card not closed down as per his request in 2016.,Staff member @ BSB 4526 advised Customer had requested closure of his ANZ PLATINUM credit card 2016. Customer has been charged the annual fee one year after the closure of his card. Customer is being declined for a car loan of $100k due to the card balance in negative.,Advised branch staff at BSB 4526 can issue letter advising of fee reversal and account closure. Branch staff @ BSB 4526 request letter to be emailed to her and the customer. Emailed letter to brach staff @ BSB 4526 and the customer. Branch staff @ BSB 4526 advised customer happy with the letter.,33,Staff member @ BSB 4526 advised Customer had requested closure of his ANZ PLATINUM credit card 2016. Customer has been charged the annual fee one year after the closure of his card. Customer is being declined for a car loan of $100k due to the card balance in negative.Customer wanting letter advising of bank error due to card not closed down as per his request in 2016.Advised branch staff at BSB 4526 can issue letter advising of fee reversal and account closure. Branch staff @ BSB 4526 request letter to be emailed to her and the customer. Emailed letter to brach staff @ BSB 4526 and the customer. Branch staff @ BSB 4526 advised customer happy with the letter.33,1.0,0.0
11035,COM-476618,COM-476618_1,Customer wants refund of cash advance and overdrawn fee as customer was incorrectly advised on credit card.,Customer is charged cash advance fee of $10 for cash advance assured by the banking consultant at ANZ Murray St Branch that no fee was to be charged because such an offer was due to ANZ Blunder causing customer credit card to be DEACTIVATED!  Customer also received overdrawn fee on Access Advantage account and not happy of that. Due to the issue customer had to call many times and was also incorrectly advice by secure mail online  Customer wants refunds and further explanation of transactions and statement.,apologised for the inconvenience caused. explained to cust that fees and charges incurred on 3 jan 2018 were due to know internal issue. credited $295.00 for poor service and inconvenience caused.,14a,Customer is charged cash advance fee of $10 for cash advance assured by the banking consultant at ANZ Murray St Branch that no fee was to be charged because such an offer was due to ANZ Blunder causing customer credit card to be DEACTIVATED!  Customer also received overdrawn fee on Access Advantage account and not happy of that. Due to the issue customer had to call many times and was also incorrectly advice by secure mail online  Customer wants refunds and further explanation of transactions and statement.Customer wants refund of cash advance and overdrawn fee as customer was incorrectly advised on credit card.apologised for the inconvenience caused. explained to cust that fees and charges incurred on 3 jan 2018 were due to know internal issue. credited $295.00 for poor service and inconvenience caused.14a,1.0,0.0
11219,COM-477006,COM-477006_1,Late payment fees - interest on purchases,The customer is upset because she was charged a late payment fee and interest on purchases as her closing balance was not paid by card pay direct due to our system issues. The customer wants the late payment fee re credited to her account and also an explanation regarding why there was a $3.87 charge on purchases for the last statement cycle when she has card pay in place.,Apologised to the customer for the error that has occured with Card Pay Direct and advised issue has now been resolved offered compensation of $50.00 to cover the cost of fees and interest charges.  Customer educated as to why this had occured and why the interest was charged. customer happy with resolution. Feedback also passed on internally for previous CM,14a,The customer is upset because she was charged a late payment fee and interest on purchases as her closing balance was not paid by card pay direct due to our system issues. The customer wants the late payment fee re credited to her account and also an explanation regarding why there was a $3.87 charge on purchases for the last statement cycle when she has card pay in place.Late payment fees - interest on purchasesApologised to the customer for the error that has occured with Card Pay Direct and advised issue has now been resolved offered compensation of $50.00 to cover the cost of fees and interest charges.  Customer educated as to why this had occured and why the interest was charged. customer happy with resolution. Feedback also passed on internally for previous CM14a,1.0,0.0
11259,COM-477101,COM-477101_1,credit card annual fee rise - no warning or notification prior to fee rise. customer is not happy with the rise without sufficient notification.,credit card annual fee rise - no warning or notification prior to fee rise. customer is not happy with the rise without sufficient notification.,educated customer of the card and benefits of the card and enquired to is this the best card for customer or interest rate as he stated going through difficult time.  offered gwg $295.00 and cus accepted.,14a,credit card annual fee rise - no warning or notification prior to fee rise. customer is not happy with the rise without sufficient notification.credit card annual fee rise - no warning or notification prior to fee rise. customer is not happy with the rise without sufficient notification.educated customer of the card and benefits of the card and enquired to is this the best card for customer or interest rate as he stated going through difficult time.  offered gwg $295.00 and cus accepted.14a,1.0,0.0
11294,COM-477178,COM-477178_1,branch as declined to update customer's name to married name when presented with marriage certificate signed at ceremony,"Customer advised that she has recently applied for a credit card in married name and received approval. She was required to complete KYC because of the change of name. She would like to activate her card in married name or in it is difficult to do so, have the card reissued in her maiden name.",Updated diary comment advising branch to accept ceremony marriage cert and complete KYC,18.2,"Customer advised that she has recently applied for a credit card in married name and received approval. She was required to complete KYC because of the change of name. She would like to activate her card in married name or in it is difficult to do so, have the card reissued in her maiden name.branch as declined to update customer's name to married name when presented with marriage certificate signed at ceremonyUpdated diary comment advising branch to accept ceremony marriage cert and complete KYC18.2",1.0,0.0
11307,COM-477193,COM-477193_1,Fixed Personal loan early repayment cost,Fixed Personal loan paid in full customer not happy with early repayment cost  customer got pay out figure a week ago over the phone and was not advised at that time about early repayment cost,Reversed Early repayment cost of  $328.54.  Educated customer for future reference is fixed loan is paid off early it will incur early repayment cost,14a,Fixed Personal loan paid in full customer not happy with early repayment cost  customer got pay out figure a week ago over the phone and was not advised at that time about early repayment costFixed Personal loan early repayment costReversed Early repayment cost of  $328.54.  Educated customer for future reference is fixed loan is paid off early it will incur early repayment cost14a,1.0,0.0
11406,COM-477381,COM-477381_1,annual fee not fully reversed.,customer is unhappy with the misinformation provided about her annual fee reversal for the issue that occurred with card pay direct. customer was under the impression that there was no annual fee for the primary account.  customer is seeking feedback to be provided and reimbursement of the full annual fee charged.,I apologised to the customer and advised will pass feedback to the relevant team and will credit the remaining fee as a goodwill credit.   customer was happy with the resolution .,14a,customer is unhappy with the misinformation provided about her annual fee reversal for the issue that occurred with card pay direct. customer was under the impression that there was no annual fee for the primary account.  customer is seeking feedback to be provided and reimbursement of the full annual fee charged.annual fee not fully reversed.I apologised to the customer and advised will pass feedback to the relevant team and will credit the remaining fee as a goodwill credit.   customer was happy with the resolution .14a,1.0,0.0
11488,COM-477548,COM-477548_1,credit card account not closed off as requested resulting in further charges and text messages to customer advising overdue payments,Customer keeps getting text messages regarding overdue amount for credit card. Customer closed credit card some time ago.  would like texts to stop and ensure account is closed,"Apologised to the customer for the frustration and inconvenience this has caused, goodwill gesture to card account to ensure closure,",33,"Customer keeps getting text messages regarding overdue amount for credit card. Customer closed credit card some time ago.  would like texts to stop and ensure account is closedcredit card account not closed off as requested resulting in further charges and text messages to customer advising overdue paymentsApologised to the customer for the frustration and inconvenience this has caused, goodwill gesture to card account to ensure closure,33",1.0,0.0
11589,COM-477709,COM-477709_1,Additional fees charged by intermediary bank for international transfer were not disclosed to the customer.,***Overseas transaction fees  Customer was not aware her international transfer would incur additional fees by an intermediary bank. Had to pay a deposit for a service overseas but now the amount is short due to the fees. Customer raised this with ANZ and was told to look at the terms and conditions. Customer was under the impression the only fee to be charged would be the $12 fee charged by ANZ.,Apologised as fees related to international transfers are not clear. Goodwill credit $50.00 to resolve complaint.,15,***Overseas transaction fees  Customer was not aware her international transfer would incur additional fees by an intermediary bank. Had to pay a deposit for a service overseas but now the amount is short due to the fees. Customer raised this with ANZ and was told to look at the terms and conditions. Customer was under the impression the only fee to be charged would be the $12 fee charged by ANZ.Additional fees charged by intermediary bank for international transfer were not disclosed to the customer.Apologised as fees related to international transfers are not clear. Goodwill credit $50.00 to resolve complaint.15,1.0,0.0
11796,COM-478112,COM-478112_1,Loan has closed off after large amount directly transferred in . Customer not aware that loan would close off as following direction from Branch manager,"Customer has transferred large amount directly to loan account , this has caused loan to close off. Cust not aware that loan closed as was following direction from Branch manager at Belconnen. Customer needs access to funds . Cust has raised issue with Branch numerous times with no outcome","Apologised to the customer for the frustration and inconvenience this has caused, arranged for loan to be re-opened, goodwill gesture credit to account to resolve complaint",33,"Customer has transferred large amount directly to loan account , this has caused loan to close off. Cust not aware that loan closed as was following direction from Branch manager at Belconnen. Customer needs access to funds . Cust has raised issue with Branch numerous times with no outcomeLoan has closed off after large amount directly transferred in . Customer not aware that loan would close off as following direction from Branch managerApologised to the customer for the frustration and inconvenience this has caused, arranged for loan to be re-opened, goodwill gesture credit to account to resolve complaint33",1.0,0.0
11832,COM-478175,COM-478175_1,Customer not notified about the interest rate change on his loan account.,"ANZ did not advise of the interest rate of .46% p.a. equates to $2,000.00. Interest only loans we don?t advise as we cannot provide what the minimum payment is. Terms and Conditions advise they will be notified only if the repayment amount is changed and on pni as interest only repayments tend to fluctuate.","I apologised to the customer for the inconvenience, I advised the customer that feedback will be provided to the relevant team for further review. Due to the customer understanding, I offered the customer a credit of $500.00 which the customer accepted. Customer requested letter.  Discovered in September, raised the issue with the broker. If the customer knew about this he would not have gone with the bank.",15,"ANZ did not advise of the interest rate of .46% p.a. equates to $2,000.00. Interest only loans we don?t advise as we cannot provide what the minimum payment is. Terms and Conditions advise they will be notified only if the repayment amount is changed and on pni as interest only repayments tend to fluctuate.Customer not notified about the interest rate change on his loan account.I apologised to the customer for the inconvenience, I advised the customer that feedback will be provided to the relevant team for further review. Due to the customer understanding, I offered the customer a credit of $500.00 which the customer accepted. Customer requested letter.  Discovered in September, raised the issue with the broker. If the customer knew about this he would not have gone with the bank.15",1.0,0.0
11862,COM-478221,COM-478221_1,Bank fees,"My wife and I both had ANZ Frequent Flyer Black credit cards. We decided to move to a different credit card with another bank which had lower fees. Both my wife and I cancelled our ANZ FF cards before the annual fee was due to be charged and both times on the final statement we were charged the annual fee of $370, even though the telephone operator assured us this would not happen. If we hadn't checked the final statement and just paid the final amount we could have overpaid by $370 twice, so there is a fault in your system that charges customers annual fees even though they have cancelled a product before the fees is due to be charged. Your systems need to be fixed, I would guess there have been countless customers who have had the same situation happen.",Apologised to customer and informed him feedback will be passed on to relevant manager.,14a,"My wife and I both had ANZ Frequent Flyer Black credit cards. We decided to move to a different credit card with another bank which had lower fees. Both my wife and I cancelled our ANZ FF cards before the annual fee was due to be charged and both times on the final statement we were charged the annual fee of $370, even though the telephone operator assured us this would not happen. If we hadn't checked the final statement and just paid the final amount we could have overpaid by $370 twice, so there is a fault in your system that charges customers annual fees even though they have cancelled a product before the fees is due to be charged. Your systems need to be fixed, I would guess there have been countless customers who have had the same situation happen.Bank feesApologised to customer and informed him feedback will be passed on to relevant manager.14a",1.0,0.0
11935,COM-478327,COM-478327_1,Account has not been closed.,"Registration*** Customer informed the ANZ branch at Cleveland, QLD in a formal letter to close his Business Cash Management account on 18 September 2017. On 10 October 2017, ANZ paid a presented cheque of $110.00. This was followed by ANZs fees and debit interest. He would like ANZ to reverse these charges as the cheque should have not been honoured. He sent a letter dated 30 September 2017 and has not had a response.","Apologised for the inconvenience caused during the period his request was reviewed, for the concern raised about the closure of his account and not receiving a response to his correspondence. The ANZ branch at Cleveland has confirmed they have not received his letters requesting closure of the account resulting in his account remaining open. Acknowledged a cheque of $110.00 was processed on 10 October 2017 however there was an ATO credit received on 23 October 2017 followed by an Internet Banking transfer on 30 October 2017. Offer To resolve this matter in full and final settlement of his FOS complaint, offerred a goodwill credit of $153.59 to cover the cheque and ANZ fees from 18 September 2017 onwards. Advised closure information. Acceptance To accept the offer requested signed acceptance by 13 December 2017. Once we receive his acceptance the credit will be processed within 5 business days.****12/12/2017- Customer has provided his signed acceptance.",33,"Registration*** Customer informed the ANZ branch at Cleveland, QLD in a formal letter to close his Business Cash Management account on 18 September 2017. On 10 October 2017, ANZ paid a presented cheque of $110.00. This was followed by ANZs fees and debit interest. He would like ANZ to reverse these charges as the cheque should have not been honoured. He sent a letter dated 30 September 2017 and has not had a response.Account has not been closed.Apologised for the inconvenience caused during the period his request was reviewed, for the concern raised about the closure of his account and not receiving a response to his correspondence. The ANZ branch at Cleveland has confirmed they have not received his letters requesting closure of the account resulting in his account remaining open. Acknowledged a cheque of $110.00 was processed on 10 October 2017 however there was an ATO credit received on 23 October 2017 followed by an Internet Banking transfer on 30 October 2017. Offer To resolve this matter in full and final settlement of his FOS complaint, offerred a goodwill credit of $153.59 to cover the cheque and ANZ fees from 18 September 2017 onwards. Advised closure information. Acceptance To accept the offer requested signed acceptance by 13 December 2017. Once we receive his acceptance the credit will be processed within 5 business days.****12/12/2017- Customer has provided his signed acceptance.33",1.0,0.0
