topic_num,document
6,"Simple Complaint  Feedback  ANZ australia mobile apps not available in other app stores. I'm overseas and cannot download the ANZ Go and Shield app. This is very inconvenient and unnecessary, other banks I do business with have their apps internationally available. It is just one tick when committing the app in the App Store. Have the ANZ apps available in international app stores, or allow a certain amount of 'trusted' countries, such as the ones in the European Union and Great Britain.Simple Complaints actioned by BLR - Template 3 - FeedbackSimple Complaints actioned by BLR - Template 3 - Feedback"
6,"Simple Complaint  Feedback  telephone support voice system is really not preferred, talking to machine when in public or office environment is not convenient at all. prefer keypad entry option.Simple Complaints actioned by BLR - Template 3 - FeedbackSimple Complaints actioned by BLR - Template 3 - Feedback"
7,"Hi Team,  The below customer has requested a call back to discuss our privacy policy in detail. He has details disclosed to Centrelink he believes is a breach of privacy.customer has requested a call back to discuss our privacy policy in detail. He has details disclosed to Centrelink he believes is a breach of privacy"
7,Statements required for tax purpose and other issuesstatement issueSolicitor informed unable to provided he information. They will need tobe authorised on the account before any information could be provided.
7,Statements required for tax purpose and other issuesstatement issueSolicitor informed unable to provided he information. They will need tobe authorised on the account before any information could be provided.
7,Statements required for tax purpose and other issuesstatement issueSolicitor informed unable to provided he information. They will need tobe authorised on the account before any information could be provided.
7,enquiryenquiryenquiry
7,anz singapore complaint.anz singaporereferred issue to anz singapore.
7,"customer advised that he believes that a staff member at ANZ has broken the code of conduct and privacy and has gone through the customers account to find out information as he used to date the ANZ staff members partnerbusiness manager accessed customers information without authorityi apologised to the customer and advised ER have conducted a full investigation but lack of evidence, letter sent to advise no longer involved and further escalation points"
7,"customer advised that he believes that a staff member at ANZ has broken the code of conduct and privacy and has gone through the customers account to find out information as he used to date the ANZ staff members partnerbusiness manager accessed customers information without authorityi apologised to the customer and advised ER have conducted a full investigation but lack of evidence, letter sent to advise no longer involved and further escalation points"
7,"customer advised that he believes that a staff member at ANZ has broken the code of conduct and privacy and has gone through the customers account to find out information as he used to date the ANZ staff members partnerbusiness manager accessed customers information without authorityi apologised to the customer and advised ER have conducted a full investigation but lack of evidence, letter sent to advise no longer involved and further escalation points"
7,Customer advised she has been trying to get in contact with her case manager at one path but has not had any correspondence from her.  Is trying to get documents from her for tax purposes and to discuss her payment which has not arrived yet in her accountno contact from case manager at one pathapologised to customer and advised will pass on information to our one path team who will handle the complaint
7,Customer advised she has been trying to get in contact with her case manager at one path but has not had any correspondence from her.  Is trying to get documents from her for tax purposes and to discuss her payment which has not arrived yet in her accountno contact from case manager at one pathapologised to customer and advised will pass on information to our one path team who will handle the complaint
7,"Customer was contacted by ANZ - She feels like we are harassing her - she feels like a victim and does not know why ANZ are calling her. Customer refuses to provide her security code - she advised that she does not want to provide this to anyone.Unwanted contactAdvised customer to visit a branch, we are unable to investigate anything for her until she provides security code."
7,"Customer is advising that ANZ provided the third party collections agency historic contact information. Customer advises that as the agency was unable to contact the customer they have requested repossession of the home. Customer believes that ANZ is at fault.Contact information not up to date - customer account referred to solicitors who wish to take repossession of the home.I apologise to the customer and advise that the only information we held at the time was the previous contact information. The customer adviss that she went into the branch in 2016 to have this updated, we do not hold information that would suggest so. I explained to the customer that she would need to speak with Gadens to confirm the balance outstanding so that the file can close. Customer understands and advises that she will be referring to them for the arrears amount to settle"
7,"Customer is advising that ANZ provided the third party collections agency historic contact information. Customer advises that as the agency was unable to contact the customer they have requested repossession of the home. Customer believes that ANZ is at fault.Contact information not up to date - customer account referred to solicitors who wish to take repossession of the home.I apologise to the customer and advise that the only information we held at the time was the previous contact information. The customer adviss that she went into the branch in 2016 to have this updated, we do not hold information that would suggest so. I explained to the customer that she would need to speak with Gadens to confirm the balance outstanding so that the file can close. Customer understands and advises that she will be referring to them for the arrears amount to settle"
7,"Customer concerned with Esanda debt, looking for an arrangement to assist paying the debt while he looks for work.Needs financial assistance while in hardshipApology only, no response from customer."
7,"Customer concerned with Esanda debt, looking for an arrangement to assist paying the debt while he looks for work.Needs financial assistance while in hardshipApology only, no response from customer."
7,"Subject Lack of Customer care , service skills , people skills and dangerously exposing of identity in a Public Domain  On the 8th of September on Friday morning , I walked into the Leichhardt branch of ANZ which is located at MktPlace Leichhardt to simply get some personal account details, but instead was faced with a situation which left me in shock and disbelief and still frustrates me to this moment.   When I walked into the bank I took a couple of numbers from the customer number box for I wasnt sure who I was suppose to see for my inquiry.   As I was waiting , a few minutes later I was called into a office by a young woman .As I approached her I asked her if she could give me my account details and she said yes she can.    Followng her I sat on the chair opposite her at her desk. As I handed her my ANZ keycard I knew and was aware that I would need some other form of id which in this case I gave her my Drivers Licence and with 100% confidence that its sufficient proof enough and without another thought was getting ready to recieve the information which I was there for.   She then asked me what my security code was , which I have not been asked before and of course I couldnt remember it . She didn't ask any probing questions which might have supported me remembering my password so as a result I couldnt anwer her correctly. I understand and respect the strict measures involved for security reasons.   She then continued to ask me, if I wanted her to tell me what my security code was and I said no , Because she was so loud and I felt very unsecure with the way she was handling the situation and with also her `so layed back attitude' . I then asked her to write it down for me and at the same time reminded her that I didn't even know her from a bar of soap ,she said oh here , picking up I suppose her business card turning it over and writing my security code on it ,while she continued to ask for information which was quite irrelavent to my initial inquiry and which was also continuing to expose my identity unnecessarily mind you ,whilst everyone in the waiting room could also hear what was gong on with us.    As a result it almost took me an hour or so from first contact to the final stage of getting my personal account details ,which were only two things a BSB and account number.   Even at this stage there were no apologies or even any attempts for it.   There weren't even any acknowledgements of the situation being carried out so erratically.   I understand that there's company policy to adhere to when giving out sensitive information, but when a customer provides you with a drivers license containing a photo and address that matches the details on your system, there should be no further query. Even if additional information was required, I have all the right to be treated in a respectful manner, not be made out to be a fool infront of staff and other customers.    I then asked if that question is usually asked for something as little as ?asking for `account details' she said ?yes"" . She said even if I were to go up to the teller that they would do the same thing.Poor Service experience.I apologise for the poor experience received, I advise will pass on the feedback to the relevant areas for review."
7,customer is unhappy as he has received phone call on his work phone. customer has contacted ANZ not to contact the work phone but still receiving phone calls.  customer is seeking this to be addressed.inappropriate contactletter sent to customer advising the matter has been referred to the team to take the number off.
7,poor service No further details provided in customers email Further information has been requestedpoor serviceWe have received little information in regards to your complaint and require the following information to be able to locate any previous complaints you have lodged or to understand what your complaint is in regards to. Please advise: 1. Your full name 
7,Information about customer's joint ANZ One account was recently provided to Centrelink by ANZ. She believes her privacy has been breached as a result of this.Privacy breach -the account information disclosed was within the scope of the legal notice served on ANZ. No evidence of breach. Letter sent.
8,Customer is saying she had credit card with ANZ and requested to close but was not closed. CRC consultant organized a GWG credit and advised to call us to close the account.Card not closed as per customers requestapologized for any inconvenience cause her Advised we have closed her credit card and will close her complaint based on her satisfaction. customer agreed.
8,Account closing process.Credit card closing process.Apologised to the customer for the inconvenience.
8,Customer requesting closure of account.Account closureCustomer informed to visit a branch to contact us.
8,Customer requested account closureAccount closureclosed account as per customers request
8,Customer has requested closure of his credit card accountcredit card closure
8,Customer is unhappy about his account being opened when he has requested to close it in 2015.Customer is unhappy about his account being opened when he has requested to close itin 2015.apologised to the customer had account closed off web voucher her $5.04 remaining amount
8,Customer is unhappy about his account being opened when he has requested to close it in 2015.Customer is unhappy about his account being opened when he has requested to close itin 2015.apologised to the customer had account closed off web voucher her $5.04 remaining amount
8,Customer closed his credit card account on 08/06/2017 and still receiving statements. Customer wanting the statements to be stopped.Credit Card not closedRESOLUTION  * Apologised to customer for inconvenience caused * Confirmed to customer that CC is now closed and final statement issued
8,"Customer believes account was closed, still has a balance on the card customer wants this waived and confirmation account is closedWants credit accounts to be closed and remaining balance waived.gwg will credit customer $58.64 to close the complaint"
8,Cash Investment Account closure request.cash investment account closure.referred account closure request to Share Investing Team.
8,Customer received text massage advising credit card account overdue.  Customer arranged closure of this account in October 2017. He'd like arrears to be waived and for the card to be closed off once and for allclosed credit card account debited for direct debit arrangementhave requested the closure of the card with the credit card closures team; processed a gwg credit of $100.23 to bring account to zero balance to ensure closure of account
8,Credit card closure issueCard closure processAdvised interest charge and closure process.
8,Customers credit card was not closed when she requested the account to be closed in May 2017.Card not closed as per customers request$160 to compensate for annual fee
8,Customer is unhappy as they cannot closed their ANZ Account from overseas.Account closureLetter sent to customer confirming the closure of the account.
8,The customer has made several attempts to close his accounts but have been unsuccessful in doing so.FX account not closedAccounts closed and apologised for the inconvenience caused.
8,"Customer is unhappy that his access advantage account has not been closed, and is overdrawn by $250.00. He'd like the $250.00 to be waived and for the acc to be closed.account not closedGWG credit of $250.00 to resolve complaint in 2-3 business days; account closed"
8,CH wants to reinstate card..advised that card can't be reinstated as it has been closed since may 2017 and hardship placed block on the card..customer wants card reinstated
8,Customer requested to place a direct debit stop however customer requested to log a complaint.Direct debit not stopped.Apologised to customer and informed her we will arrange to have card sent out by courier to mailing address.
8,Complaint referred to FOSAccount closureApologised to customer and informed him account closed as requested.
8,customer sent in request to close his bank account as he say he did not open an account.account not closedLetter sent to customer advising account closed
9,unable to redeem points.unable to redeem points.customer was unable to redeem her points - as not enough for $20 voucher. credited $50 gwg to customers active card.
9,unable to redeem points.unable to redeem points.customer was unable to redeem her points - as not enough for $20 voucher. credited $50 gwg to customers active card.
9,unable to redeem points.unable to redeem points.customer was unable to redeem her points - as not enough for $20 voucher. credited $50 gwg to customers active card.
9,customer unhappy that he has applied for credit card online as a result of branch advise and has now found out he is ineligible for the rewards pointscustomer ineligible for bonus rewards pointsapologised to the customer educated on ts and cs and that he applied online offered gwg as once off
9,customer unhappy that he has applied for credit card online as a result of branch advise and has now found out he is ineligible for the rewards pointscustomer ineligible for bonus rewards pointsapologised to the customer educated on ts and cs and that he applied online offered gwg as once off
9,customer is complaining about the annual fee on her credit card. customer claims was never informed.customer not happy with the annual feecredit of $87 provided as goodwill to resolve customer complaint
9,customer is not happy that she can't redeem rewards points as she was sick and was unable to redeem the points within 60 days. customer mentioned her husband has dementia and couldn't claim the points.  Customer is seeking for the points to be claimed.rewards pointsI apologised to the customer and advised will be happy to credit $200 as a GWC but unable to credit points.  customer was happy with the resolution and accepted my offer
9,customer is not happy that she can't redeem rewards points as she was sick and was unable to redeem the points within 60 days. customer mentioned her husband has dementia and couldn't claim the points.  Customer is seeking for the points to be claimed.rewards pointsI apologised to the customer and advised will be happy to credit $200 as a GWC but unable to credit points.  customer was happy with the resolution and accepted my offer
9,customer is not happy that she can't redeem rewards points as she was sick and was unable to redeem the points within 60 days. customer mentioned her husband has dementia and couldn't claim the points.  Customer is seeking for the points to be claimed.rewards pointsI apologised to the customer and advised will be happy to credit $200 as a GWC but unable to credit points.  customer was happy with the resolution and accepted my offer
9,customer is not happy that she can't redeem rewards points as she was sick and was unable to redeem the points within 60 days. customer mentioned her husband has dementia and couldn't claim the points.  Customer is seeking for the points to be claimed.rewards pointsI apologised to the customer and advised will be happy to credit $200 as a GWC but unable to credit points.  customer was happy with the resolution and accepted my offer
9,"The customer's unhappy that 29,729 of his rewards points have expired after 3 years. He'd like to claim the points.expired rewards pointsGWG credit of $120.00 to resolve complaint in 2-3 business days"
9,Customer is unable to get $250 Westfield card on her AN Rewards Platinum because she was out of 1 day meeting criteriaunable to receive $250 Westfield giftcard on her ANZ Rewards Platinumapologised to customer. Offered that we will credit $250 as a gwg. Customer is happy with resolution
9,Customer is unable to get $250 Westfield card on her AN Rewards Platinum because she was out of 1 day meeting criteriaunable to receive $250 Westfield giftcard on her ANZ Rewards Platinumapologised to customer. Offered that we will credit $250 as a gwg. Customer is happy with resolution
9,Customer is unable to get $250 Westfield card on her AN Rewards Platinum because she was out of 1 day meeting criteriaunable to receive $250 Westfield giftcard on her ANZ Rewards Platinumapologised to customer. Offered that we will credit $250 as a gwg. Customer is happy with resolution
9,Customer doesn't receive 50000 bonus Rewards Points on her ANZ Rewards Plantinum card. She would like to be credited the points.Ineligible for 50000 bonus Rewards Pointsapologised to customer. Advised that we will credit the 50000 bonus Reward points. Customer is happy with resolution
9,Customer doesn't receive 50000 bonus Rewards Points on her ANZ Rewards Plantinum card. She would like to be credited the points.Ineligible for 50000 bonus Rewards Pointsapologised to customer. Advised that we will credit the 50000 bonus Reward points. Customer is happy with resolution
9,Customer doesn't receive 50000 bonus Rewards Points on her ANZ Rewards Plantinum card. She would like to be credited the points.Ineligible for 50000 bonus Rewards Pointsapologised to customer. Advised that we will credit the 50000 bonus Reward points. Customer is happy with resolution
9,Customer is not happy that she doesn't received $250 Westfield gift card on her ANZ Rewards cardunable to claim $250 Westfield gift card on ANZ Rewards cardapologised to customer. Advised that $250 of gwg will be credited to her Credit card. Customer is happy with resolution
9,Customer is not happy that she doesn't received $250 Westfield gift card on her ANZ Rewards cardunable to claim $250 Westfield gift card on ANZ Rewards cardapologised to customer. Advised that $250 of gwg will be credited to her Credit card. Customer is happy with resolution
9,Customer is not happy that she doesn't received $250 Westfield gift card on her ANZ Rewards cardunable to claim $250 Westfield gift card on ANZ Rewards cardapologised to customer. Advised that $250 of gwg will be credited to her Credit card. Customer is happy with resolution
10,customer is unhappy with the declined applicationdeclined applicationI apologised to the customer and advised that unfortunately we are unable to change the outcome.
10,"**credit card application - FFB   Customer is not happy assessments have questioned his tax return, when he provide ATO notice of assessment which confirms his income  He wants ANZ to reassess this and provide the outcome of the applicationdissatisfied with how assessments team are assessing his applicationI apologise for the inconvenience caused to you and for any delay in knowing the outcome of your application.  As discussed on 19 September 2017, I have liaised with our ANZ assessments team and your application has been approved for your desired limit of $15,000. The new card will reach you in 5-7 working days.  Thanks again for sharing your feedback."
10,"**credit card application - FFB   Customer is not happy assessments have questioned his tax return, when he provide ATO notice of assessment which confirms his income  He wants ANZ to reassess this and provide the outcome of the applicationdissatisfied with how assessments team are assessing his applicationI apologise for the inconvenience caused to you and for any delay in knowing the outcome of your application.  As discussed on 19 September 2017, I have liaised with our ANZ assessments team and your application has been approved for your desired limit of $15,000. The new card will reach you in 5-7 working days.  Thanks again for sharing your feedback."
10,The first top up loan application was declined due to credit default listing.  Customer went to remove default credit and we resent credit application for manual assessment.  The application was declined again for account conduct. Customer would like to know more reason why the application got declinedhome loan application outcomeSend letter about declined application
10,"Customer is disputing a series of transactions, ATM withdrawals, which were made whilst he was in Vietnam. He claims he has been defrauded. Client wants $3k refund.ATM fraudDiscontinued by Applicant (Discontinued)"
10,"The customer feels offended by the application process as his application for a credit card limit increase was declined. The customer says he was prompted to apply by the Branch Manager at Chatswood and was declined due to a listing on his credit file. The customer says he contacted Equifax to obtain a copy of his credit report but was put off by the information they requested, in particular being asked for his medicare number.Assessments/Application processfeedback provided. Letter sent."
10,"Customer is unhappy that we're unable approve her credit card application without the 2017 tax return for their business. They're legally not required to submit them until May 2018 so anyone who's self employed will be in the same position. She had requested to withdraw the application. They don't want it to be on their credit file as a decline as this will affect their credit rating.Documentation required for self-employed customer's credit card applicationApologised to the customer, advised unable to change our assessement criteria. Checked the application has been marked as withdrawn and not declined. Unable to disclose this to this customer as she's not the applicant."
10,"Customer is unhappy that we're unable approve her credit card application without the 2017 tax return for their business. They're legally not required to submit them until May 2018 so anyone who's self employed will be in the same position. She had requested to withdraw the application. They don't want it to be on their credit file as a decline as this will affect their credit rating.Documentation required for self-employed customer's credit card applicationApologised to the customer, advised unable to change our assessement criteria. Checked the application has been marked as withdrawn and not declined. Unable to disclose this to this customer as she's not the applicant."
10,Customer is unhappy with the decline of overdraft facility application.Customer is unhappy with the decline of overdraft facility application.wants removal of credit inquiry for application
10,Customer called to advise he is dissatisfied with the out come of a previous complaint which was closed in November 2011.Dissatisfied with previous outcome.declined. letter sent to customer
10,"Customer applied for a ANZ credit card Online for his wife and got decline.   possibly due to no income. App 2017302310106. applicant name MARILYN EVERSON  Customer is not happy with the outcome and based on their understanding, they are eligible for a credit card.App: 2017302310106. applicant name: MARILYN EVERSON declined application for a credit cardnew ICM 990958 in wifes name as its her application"
10,"Customer wants her OD limit increased to $1,200.request for overdraftDeclined request for the overdraft. CR $24 as a once off GWG to resolve the complaint based on the reason provided by the customer"
10,"Customer's overdraft application was declined, hence customer wanted to raise a complaint and she might close accounts with ANZ due to this outcome.Customer's overdraft application was declined, hence customer wanted to raise a complaint and she might close accounts with ANZ due to this outcome.Apologised to customer for the outcome and advise feedback will be sent as part of this complaint."
10,"Customer's overdraft application was declined, hence customer wanted to raise a complaint and she might close accounts with ANZ due to this outcome.Customer's overdraft application was declined, hence customer wanted to raise a complaint and she might close accounts with ANZ due to this outcome.Apologised to customer for the outcome and advise feedback will be sent as part of this complaint."
10,created by errorcreated by errorcreated by error
10,Customer called on 15/02 to apply for overdraft facility and called to follow up today. She was advised by ULS that we did not receive the application. She does not want to go through the process again as she had spend 40 minutes to complete the application.ANZ assured application was submitted but not received.Provided status update to customer and requested banker who submitted app to follow up
10,"Customers two credit card applications have been declined, he is not happy with this outcome. The reason for decline is he cannot provide required documents  independent tax return to assessmentCustomers two credit card applications have been declined, he is not happy with this outcome. The reason for decline is he cannot provide required documents  independent tax return to assessmentCustomer understands this is our lending procedure"
10,"Customers two credit card applications have been declined, he is not happy with this outcome. The reason for decline is he cannot provide required documents  independent tax return to assessmentCustomers two credit card applications have been declined, he is not happy with this outcome. The reason for decline is he cannot provide required documents  independent tax return to assessmentCustomer understands this is our lending procedure"
10,Declined overdraft application. Customer states ANZ informed her the facility was approved.Declined overdraft applicationAcknowledged matter. Advised application remains declined.
10,customer complaint due to applying for a home loan and being declined as their partner isn't an Australian citizendeclined home loan application due to partner earning foreign incomeunable to overturn application outcome - letter sent to customer apologizing and advising feedback passed along
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"This is LINQING WENG. I am the owner of business WEST LAKE LOTTO PTY LTD (merchant number 8586196) AND SEMU LOTTO PTY LTD(merchant number 8584837). I requested to have multimerchant service for both business in July. It was Ifrah Lodhi who is the first one getting my call and proceed my application. However, it takes three weeks for me to receive correct application form until Jane Ho took over her responsibility. I called many times in that three weeks finally get a wrong application form from Ifrah and she always said she will send me the correct form at night but never promised. Jane Ho sent me the application form in just one day and proceed quite fast. She is a very good staff. However, someone input the wrong bank details linking to the merchant 8584837 causing the troubles that money didn't go to my business account from 11-14 August. It took another week for me to receive the return and fix the wrong bank details(Ref AI18750). I am very disappointed this time on the service provided by your untrained staff. I am now looking for the another deal from Suncorp bank merchant as they do better service and rates for Australian Lottery & Newsagency Association members. Very very disappointed. I requested your staff to change the display name of secondary account (merchant 8584837) on the merchant facility screen to be ""Newsagency"". It was displayed as ""Newsagency"" when Jane Ho initially set up the secondary account. However, after they fixed that bank details troubles, it becomes SEMU LOTTO PTY LTD again when the primary account is still displayed as ""Lotto""customer having issues with how their business name appears on their merchant.apologised for frustration at delays in merchant apps adv i wil refer to retention to see if fees and charges can be looke at."
11,"The customer called, advised his business card had been cancelled along with his business partners, the business partners card was lost and only his card was supposed to be blocked.Card blocked.Feedback provided."
11,Customer called as her personal bank account was merged with the business account where she works and no one advised her that this is gonna happen. Customer went to the Kew  Brach to open an account and she was advised that there won't be any problem between her personal banking and business banking. Now customer has to use the same code for both personal and business account and customer is not happy about it as she wants to keep her personal banking separate from work.Merging of Business Account and Personal AccountApologised to the customer and advised that feedback will be passed on
11,Customer not happy that his ANZ Business account has been blockedBusiness partner disputeApologised to customer when he advised that the issue has been resolved.
11,Customer not happy that his ANZ Business account has been blockedBusiness partner disputeApologised to customer when he advised that the issue has been resolved.
11,Business credit card was closed and was in credit   cheque was issued for balance on business credit card under business name.  Even business was closed and business account closed. Customer cannot redeem chequebusiness closed and business account closed. Cheque sent under business name cannot be redeemedCredited customer personal account by $98.08. confirmed with commercial card ANZ Business One car is closed
11,Business credit card was closed and was in credit   cheque was issued for balance on business credit card under business name.  Even business was closed and business account closed. Customer cannot redeem chequebusiness closed and business account closed. Cheque sent under business name cannot be redeemedCredited customer personal account by $98.08. confirmed with commercial card ANZ Business One car is closed
