,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
1499,COM-102074,COM-102074_1,Fee dispute.,"Customer paid out personal loan on 01/09/2017 has been charged early repayment administration fee of $300.00 and early repayment cost of $194.23 and is requesting refund of these fees and charges to DDA. He has recently received a payout of $600K, he has paid supp h/loan & made lump sum payment to h/loan, currently holding $400K in deposits and will be accessing it to complete modifications to car & home, will be speaking to FP either in ANZ or current external planner for advice on remaining funds,","I apologise to the customer for the inconvenience, considering the customers history and due to the current circumstances they are facing will reimburse the fees as goodwill. I confirm two to three business day sla for the funds to clear.",14a,"Customer paid out personal loan on 01/09/2017 has been charged early repayment administration fee of $300.00 and early repayment cost of $194.23 and is requesting refund of these fees and charges to DDA. He has recently received a payout of $600K, he has paid supp h/loan & made lump sum payment to h/loan, currently holding $400K in deposits and will be accessing it to complete modifications to car & home, will be speaking to FP either in ANZ or current external planner for advice on remaining funds,Fee dispute.I apologise to the customer for the inconvenience, considering the customers history and due to the current circumstances they are facing will reimburse the fees as goodwill. I confirm two to three business day sla for the funds to clear.14a",0.0,0.0
1607,COM-102231,COM-102231_1,interest charges on credit card,"customer concern regarding the interest charge of $70.02 which was reversed and customer not happy with the service revved from the ANZ staff and was hung up upon, customer expectation was to receive 55 interest free days on purchases however the closing balance was not paid by 21/08/17 , customer not advised to pay the closing balance to qualify for interest free period",poor service  letter sent to custmer,33,"customer concern regarding the interest charge of $70.02 which was reversed and customer not happy with the service revved from the ANZ staff and was hung up upon, customer expectation was to receive 55 interest free days on purchases however the closing balance was not paid by 21/08/17 , customer not advised to pay the closing balance to qualify for interest free periodinterest charges on credit cardpoor service  letter sent to custmer33",0.0,0.0
1616,COM-102241,COM-102241_1,Cannot redeem rewards points as they have expired.,Customer called in lodge a complaint about expired rewards points. Customer closed his ANZ Travel Rewards card on 13/7/2017 but he climes he was not aware and he was never told that he had only 60 days to redeem his accumulated rewards points. Customer would now like his points reinstated.,Advised customer it is too late redeem points however a as an immediate resolution for his complaint I am happy to give him a cash credit for the points he has earned. Customer had around 20k points that he had accumulated on his travel rewards card which I confirmed with the rewards staff. This would give customer a little below $100 in gift card. I have arranged to credit customer ANZ FREQUENT FLYER BLACK with $100 today. Customer happy with this being his full and final resolution to his complaint.,33,Customer called in lodge a complaint about expired rewards points. Customer closed his ANZ Travel Rewards card on 13/7/2017 but he climes he was not aware and he was never told that he had only 60 days to redeem his accumulated rewards points. Customer would now like his points reinstated.Cannot redeem rewards points as they have expired.Advised customer it is too late redeem points however a as an immediate resolution for his complaint I am happy to give him a cash credit for the points he has earned. Customer had around 20k points that he had accumulated on his travel rewards card which I confirmed with the rewards staff. This would give customer a little below $100 in gift card. I have arranged to credit customer ANZ FREQUENT FLYER BLACK with $100 today. Customer happy with this being his full and final resolution to his complaint.33,0.0,0.0
1646,COM-102292,COM-102292_1,Change of mortgage from Variable to fixed rate,Customer has been to two branches and wanting to change her current mortgage from Variable to fixed rate,Apologised for the inconvenience. Advised customer we are unable to make changes without a full assessment. Explained our policy in terms of assessment and referred for her own independent advice. Response sent in writing.,14a,Customer has been to two branches and wanting to change her current mortgage from Variable to fixed rateChange of mortgage from Variable to fixed rateApologised for the inconvenience. Advised customer we are unable to make changes without a full assessment. Explained our policy in terms of assessment and referred for her own independent advice. Response sent in writing.14a,0.0,0.0
1690,COM-102353,COM-102353_1,customer had issue using her credit card overseas,customer called in regards to cash advance fees and also she called from overseas and incurred $80.00 charges to call ANZ.,I have offered $80.00 good will credit to resolve customer complaint.,14a,customer called in regards to cash advance fees and also she called from overseas and incurred $80.00 charges to call ANZ.customer had issue using her credit card overseasI have offered $80.00 good will credit to resolve customer complaint.14a,0.0,0.0
1691,COM-102359,COM-102359_1,Customer requesting account closure,"TRANSACTION  The customer requested to keep her ANZ Progress Saver account open while she travelled overseas to the UK as her Australian wages were being credited to the account. The customer was advised that when she requested, the account would be closed and was provided an ANZ staff member?s email to process this.","I have issued the customer an email apologising for any inconvenience that may have been caused due to her account not being closed. I have advised the customer that I am unable to locate the name of the person who may have been assisting her. I will advise d that I am unable to organise the closure as the account has a positive balance of $254.75. I will ask the customer to provide another Australian Bank account to complete a web voucher into, or alternatively if she has an overseas bank account I will ask her to complete the transfer. I will mention she has an active CRN and she may be able to complete this through Internet Banking. Closing complaint pending additional contact.",15,"TRANSACTION  The customer requested to keep her ANZ Progress Saver account open while she travelled overseas to the UK as her Australian wages were being credited to the account. The customer was advised that when she requested, the account would be closed and was provided an ANZ staff member?s email to process this.Customer requesting account closureI have issued the customer an email apologising for any inconvenience that may have been caused due to her account not being closed. I have advised the customer that I am unable to locate the name of the person who may have been assisting her. I will advise d that I am unable to organise the closure as the account has a positive balance of $254.75. I will ask the customer to provide another Australian Bank account to complete a web voucher into, or alternatively if she has an overseas bank account I will ask her to complete the transfer. I will mention she has an active CRN and she may be able to complete this through Internet Banking. Closing complaint pending additional contact.15",0.0,0.0
1708,COM-102375,COM-102375_1,different campaign to what applied for. No bonus points provided,customer applied for an ANZ rewards black and applied for the promotion of 75k bonus pts but the customer has received the offer of $250.00 westfield gift card which she cant use as lives in area where there are no westfield shopping centres,apologised to the customer and advised not eligible for bonus points but will apply dollar value credit of points being $340.00 as a good will gesture. customer happy with outcome,14a,customer applied for an ANZ rewards black and applied for the promotion of 75k bonus pts but the customer has received the offer of $250.00 westfield gift card which she cant use as lives in area where there are no westfield shopping centresdifferent campaign to what applied for. No bonus points providedapologised to the customer and advised not eligible for bonus points but will apply dollar value credit of points being $340.00 as a good will gesture. customer happy with outcome14a,0.0,0.0
1742,COM-102421,COM-102421_1,Bonus points not applied.,I changed from a Rewards Platinum card to a Frequent Flyer Black card but I did not get the bonus points  I would like to get the bonus points,Sent letter to customer educating process.,14a,I changed from a Rewards Platinum card to a Frequent Flyer Black card but I did not get the bonus points  I would like to get the bonus pointsBonus points not applied.Sent letter to customer educating process.14a,0.0,0.0
1759,COM-102440,COM-102440_1,Customer ineligible for bonus points and also annual fee waiver first year as customer already has a Rewards Card,Customer is wanting to get the Annual fee waived as when he applied for the ANZ Rewards Black Card he assumed that he would get the bonus points and the annual fee waived.  Customer today has been advised this is not the case and that as he already has an ANZ Rewards Platinum Card means that he is not eligible.,"Customer has been states that he will continue to keep the ANZ rewards black card on the basis that ANZ refunds or waives the Annual fee the first year. As the customer has been with ANZ for 9 years and also has deposits $174,236.95 I have agreed to apply a credit of $375.00 which will cover the Annual fee for the customer. I did advised this is a one off and nxt year will apply. Customer has accepted this and I have advised that I cannot give bonus points. Customer was happy with this",14a,"Customer is wanting to get the Annual fee waived as when he applied for the ANZ Rewards Black Card he assumed that he would get the bonus points and the annual fee waived.  Customer today has been advised this is not the case and that as he already has an ANZ Rewards Platinum Card means that he is not eligible.Customer ineligible for bonus points and also annual fee waiver first year as customer already has a Rewards CardCustomer has been states that he will continue to keep the ANZ rewards black card on the basis that ANZ refunds or waives the Annual fee the first year. As the customer has been with ANZ for 9 years and also has deposits $174,236.95 I have agreed to apply a credit of $375.00 which will cover the Annual fee for the customer. I did advised this is a one off and nxt year will apply. Customer has accepted this and I have advised that I cannot give bonus points. Customer was happy with this14a",0.0,0.0
1777,COM-102476,COM-102476_2,Disputed arrears on the Home Loan.,"Registration**** Customer confirmed this issue was investigated under FOS ref 434350. He feels the investigation was flawed and FOS have not investigate this matter properly. He states ANZ did not provide statements for the now closed ANZ Balance Visa credit card from 2011 until 2015. The account had a positive balance. The stationary stamps on the replacement statements are 2011 when he knows that the stamp should be 2012. The name change on the statements was done in 2011. As resolution he doesnt want compensation but he would like to end his banking relationship with ANZ and compensation of $426,000.00","Apologised and acknowledged he is unhappy with the response provided in the previous FOS complaint. Our records indicate you have raised these concerns previously under FOS case reference 496455. This case reached determination and ANZ were advised to pay $1,000.00 for non-financial loss. He did not accept FOSs determination and FOS notified ANZ that the case was closed. His ANZ Balance Visa credit card was in credit by $3.22 from 18 February 2011 until 28 January 2015. On 29 January 2015, $5.00 was incorrectly paid into the card. The credit balance increased to $8.22. This was transferred to your ANZ Access Advantage account on 7 May 2015. The concerns raised do not substantiate the outcome he would like as resolution to his concern.***FOS has closed their case- Outside terms of reference- OTR 5.2 General Discretion- Previously settled. Offer To resolve this matter in full and final settlement of your FOS complaint, offered $1,000.00 that was previously offered to him. Acceptance If he would like to accept our offer, requested acceptance by return email by 28 September 2017. Once we receive his acceptance the credit will be processed within 5 business days. We cannot discuss another account holders statements with him.",33,"Registration**** Customer confirmed this issue was investigated under FOS ref 434350. He feels the investigation was flawed and FOS have not investigate this matter properly. He states ANZ did not provide statements for the now closed ANZ Balance Visa credit card from 2011 until 2015. The account had a positive balance. The stationary stamps on the replacement statements are 2011 when he knows that the stamp should be 2012. The name change on the statements was done in 2011. As resolution he doesnt want compensation but he would like to end his banking relationship with ANZ and compensation of $426,000.00Disputed arrears on the Home Loan.Apologised and acknowledged he is unhappy with the response provided in the previous FOS complaint. Our records indicate you have raised these concerns previously under FOS case reference 496455. This case reached determination and ANZ were advised to pay $1,000.00 for non-financial loss. He did not accept FOSs determination and FOS notified ANZ that the case was closed. His ANZ Balance Visa credit card was in credit by $3.22 from 18 February 2011 until 28 January 2015. On 29 January 2015, $5.00 was incorrectly paid into the card. The credit balance increased to $8.22. This was transferred to your ANZ Access Advantage account on 7 May 2015. The concerns raised do not substantiate the outcome he would like as resolution to his concern.***FOS has closed their case- Outside terms of reference- OTR 5.2 General Discretion- Previously settled. Offer To resolve this matter in full and final settlement of your FOS complaint, offered $1,000.00 that was previously offered to him. Acceptance If he would like to accept our offer, requested acceptance by return email by 28 September 2017. Once we receive his acceptance the credit will be processed within 5 business days. We cannot discuss another account holders statements with him.33",0.0,0.0
1786,COM-102484,COM-102484_1,"KYC restraint on account disabled auto payments, preventing bonus interest earned.","Customer has a progress saver account and advantage account, the profile need to do reverification, however, customer did not receive any letter of notification, and account has been in multi-restrain since last year. Customer could not get any bonus interest for progress saver account so she was not happy with it.","Apologised for inconvenience caused due to restraints. Restraints removed with KYC verification. Bonus interest adjustment approved. Processed goodwill payment of $3,872.05 as customer raised issue regarding bonus interest missed since August 2016, approved by Steven Riley",18.2,"Customer has a progress saver account and advantage account, the profile need to do reverification, however, customer did not receive any letter of notification, and account has been in multi-restrain since last year. Customer could not get any bonus interest for progress saver account so she was not happy with it.KYC restraint on account disabled auto payments, preventing bonus interest earned.Apologised for inconvenience caused due to restraints. Restraints removed with KYC verification. Bonus interest adjustment approved. Processed goodwill payment of $3,872.05 as customer raised issue regarding bonus interest missed since August 2016, approved by Steven Riley18.2",0.0,0.0
1820,COM-102530,COM-102530_1,Outbound collections call - Delay in operator responding when outbound call made via auto dialler.,"Customer said on 13/09/2017 he received a call from a private number at 127pm. On this occasion he spoke to someone that claimed they were calling from ANZ and began discussing the details of his account with him verifying himself. He was not asked any regular privacy questions and was told the matter related to his credit card, the last payment, in value & date, balance on his card. He says a follow up call was booked so he could verify what payments he had made. He didn't disclose any details as he, a consumer, cannot verify who they are, that they are calling for verifiable reasons. Because there is no caller ID, no verification that the caller is calling on behalf of ANZ and now no basic privacy check, he is concerned that this is not legitimate collections activity and his balance is not really exceeding the credit limit rather part of a scam. Customer is seeking verification of each time ANZ has attempted to contact him - a detailed reconciliation of his account for the past year to verify the payments and charges are correct. He also wants ANZ to provide a caller ID that confirms who is calling (given that ANZ has used the same online SMS service that his mechanic used from +61427 046 424 on one occasion and the others have all been labelled ANZ as the sender). He would also like his ANZ card cancelled.",***Credited $280 to avoid matter progressing further*****Advised of collections history. Apologised for any inconvenience caused as a result of him being unable to verify who is calling him when ANZ contacts him from a private number. Advised of verification process when ANZ makes an outbound call. Advised in relation to no caller identity i have passed his feedback on. Advised how to avoid late fees and of Card pay direct. Since 24 February 2017 he has been charged Late Payment and Overlimit Fees totalling $280.00. As a resolution I am willing to credit $280.00 to his credit card account. Commencing 16 October 2017 he will be required to make the minimum monthly payments as shown on his statements to avoid the Late Payment Fee. Customer accepted resolution. Fos closed case.,33,"Customer said on 13/09/2017 he received a call from a private number at 127pm. On this occasion he spoke to someone that claimed they were calling from ANZ and began discussing the details of his account with him verifying himself. He was not asked any regular privacy questions and was told the matter related to his credit card, the last payment, in value & date, balance on his card. He says a follow up call was booked so he could verify what payments he had made. He didn't disclose any details as he, a consumer, cannot verify who they are, that they are calling for verifiable reasons. Because there is no caller ID, no verification that the caller is calling on behalf of ANZ and now no basic privacy check, he is concerned that this is not legitimate collections activity and his balance is not really exceeding the credit limit rather part of a scam. Customer is seeking verification of each time ANZ has attempted to contact him - a detailed reconciliation of his account for the past year to verify the payments and charges are correct. He also wants ANZ to provide a caller ID that confirms who is calling (given that ANZ has used the same online SMS service that his mechanic used from +61427 046 424 on one occasion and the others have all been labelled ANZ as the sender). He would also like his ANZ card cancelled.Outbound collections call - Delay in operator responding when outbound call made via auto dialler.***Credited $280 to avoid matter progressing further*****Advised of collections history. Apologised for any inconvenience caused as a result of him being unable to verify who is calling him when ANZ contacts him from a private number. Advised of verification process when ANZ makes an outbound call. Advised in relation to no caller identity i have passed his feedback on. Advised how to avoid late fees and of Card pay direct. Since 24 February 2017 he has been charged Late Payment and Overlimit Fees totalling $280.00. As a resolution I am willing to credit $280.00 to his credit card account. Commencing 16 October 2017 he will be required to make the minimum monthly payments as shown on his statements to avoid the Late Payment Fee. Customer accepted resolution. Fos closed case.33",0.0,0.0
1822,COM-102531,COM-102531_1,incorrect debit,"customer wanted to transfer funds from a account being closed to another credit card. customer spoke to ANZ and wrong funds were transferred, and to rectify the matter ANZ debited the account 3 times and credited 2 times.   customer is not happy with the service and looking to rectify the matter.",I apologised to the customer and advised the credit has been done for the remaining amount and I am happy to offer $100 as GWC due to the inconvenience caused.  customer was happy with the resolution and accepted my offer.,33,"customer wanted to transfer funds from a account being closed to another credit card. customer spoke to ANZ and wrong funds were transferred, and to rectify the matter ANZ debited the account 3 times and credited 2 times.   customer is not happy with the service and looking to rectify the matter.incorrect debitI apologised to the customer and advised the credit has been done for the remaining amount and I am happy to offer $100 as GWC due to the inconvenience caused.  customer was happy with the resolution and accepted my offer.33",0.0,0.0
1826,COM-102538,COM-102538_1,no information provided.,I filled out a feedback form regarding my ANZ Black Frequent Flyer Credit Card last week but haven't hear back.  Appreciate if you could please provide an update on my complaint.,Apologised to customer and advised will credit $70 to her ANZ FREQUENT FLYER BLACK credit card as a good will gesture. Advised customer will pass on feedback to the products team to look in to. Customer happy with outcome.,14a,I filled out a feedback form regarding my ANZ Black Frequent Flyer Credit Card last week but haven't hear back.  Appreciate if you could please provide an update on my complaint.no information provided.Apologised to customer and advised will credit $70 to her ANZ FREQUENT FLYER BLACK credit card as a good will gesture. Advised customer will pass on feedback to the products team to look in to. Customer happy with outcome.14a,0.0,0.0
1831,COM-102549,COM-102549_1,Outcome not in customers favour,Customer stated she was dissatisfied that we were not able to retrieve her funds. She was scammed and has dealt she has banked with us since she was 13 years old. Customer requested to know how she can close all her accounts.,Customer informed about the process of us trying to retrieve the funds. I explained to close her accounts she will need to bring her account to nil balance.,33,Customer stated she was dissatisfied that we were not able to retrieve her funds. She was scammed and has dealt she has banked with us since she was 13 years old. Customer requested to know how she can close all her accounts.Outcome not in customers favourCustomer informed about the process of us trying to retrieve the funds. I explained to close her accounts she will need to bring her account to nil balance.33,0.0,0.0
1862,COM-102601,COM-102601_1,Interest backdate,Customer not happy with the interest charged on the loan account.  Customer went through Broker to have loan account set up. Broker listed the customers Access Advantage account to offset the interest (not eligible). The information advising account type ineligible was relayed back to the broker and for the broker to advise the customer. This was only brought to the customers attention as he was charged interest for the full loan.  Customer spoke with the Mortgage Solutions team who investigated the case. Customer was advised that the interest was being looked into.  Customer since then advised that as this is not a bank error we will not backdate the interest. It has since been changed however the customer is seeking the interest to be backdated. He believes that he should not be made responsible for the error and is still seeking the interest to be backdated as the outcome source.,Apologised for the inconvenience. Advised I have submitted a request for the interest to be backdated and it will be actioned within 3-5 business days. Have offered $197.50 for inconvenience and time taken to sort this issue. This is to cover half of the annual Breakfree package fee. Customer accepts and appreciated the call.,14a,Customer not happy with the interest charged on the loan account.  Customer went through Broker to have loan account set up. Broker listed the customers Access Advantage account to offset the interest (not eligible). The information advising account type ineligible was relayed back to the broker and for the broker to advise the customer. This was only brought to the customers attention as he was charged interest for the full loan.  Customer spoke with the Mortgage Solutions team who investigated the case. Customer was advised that the interest was being looked into.  Customer since then advised that as this is not a bank error we will not backdate the interest. It has since been changed however the customer is seeking the interest to be backdated. He believes that he should not be made responsible for the error and is still seeking the interest to be backdated as the outcome source.Interest backdateApologised for the inconvenience. Advised I have submitted a request for the interest to be backdated and it will be actioned within 3-5 business days. Have offered $197.50 for inconvenience and time taken to sort this issue. This is to cover half of the annual Breakfree package fee. Customer accepts and appreciated the call.14a,0.0,0.0
1869,COM-102613,COM-102613_1,lock rate fee reimbursment a she did not go ahead with the fixed rate and opted for a varaible loan with ANZ,"you please review the below email from the broker regarding a lock rate fee that the customer has paid but they no longer want lock rate. The loan application has proceeded and has been approved and we are awaiting settlement. The customer requested the lock rate fee to be refunded but they have been unsuccessful in having this done. The brker has advised the following   Application ID 101-657-464 ? Sean Lyons?  The above named client has been formally approved for $950,000 on an interest only basis which is sensational J. He has signed the loan docs yesterday with settlement expected next week ideally.  The reason for this email is we originally applied for a 2 year fixed rate loan and paid the rate lock fee of $750. The loan was approved and loan documents issued. Unfortunately when the client saw what the minimum repayment was they decided to change their mind and ask for an interest only loan instead (which as mentioned above is now sorted). I understand the rate lock fee will have terms that it's not refundable but given the history of the file I'm asking anyway. Important considerations I believe are?  ? ANZ still pick up a new client and new lending of $950,000  ? Whilst the rate fee of $750 was paid the loan was never actually drawn and so no money was ever fixed ? ANZ are not missing out in any way. ? Client is new to bank so from a customer service point of view it would be nice to refund the fee and give the client a good experience  If you are able to ask the question for me to someone who has the ability to say yes to our request it would be great. I understand that under the terms of the fixed rate lock fee the bank doesn't need to refund the money and I also understand a lot of people will be able to knock back our request. What I'm hoping is the person who makes the decision for us looks at the bigger customer service picture and that the person has the ability to refund fee even if the final decision is not to","based on the customer value and experience as a new mortgage customer. we have agreed to refund the $750.00 that the customer has paid as lock rate as he is still proceedig with his loan except he has changed his mind to have a variable loan instead.  called the broker ided and advised of resolution.     loan has settled and customer has emailed to request gwg be posted   he has been informed this is approved subject to his loan being drawn, and we have considered the customer value and experience in this instance as her first time mortgage with ANZ",15,"you please review the below email from the broker regarding a lock rate fee that the customer has paid but they no longer want lock rate. The loan application has proceeded and has been approved and we are awaiting settlement. The customer requested the lock rate fee to be refunded but they have been unsuccessful in having this done. The brker has advised the following   Application ID 101-657-464 ? Sean Lyons?  The above named client has been formally approved for $950,000 on an interest only basis which is sensational J. He has signed the loan docs yesterday with settlement expected next week ideally.  The reason for this email is we originally applied for a 2 year fixed rate loan and paid the rate lock fee of $750. The loan was approved and loan documents issued. Unfortunately when the client saw what the minimum repayment was they decided to change their mind and ask for an interest only loan instead (which as mentioned above is now sorted). I understand the rate lock fee will have terms that it's not refundable but given the history of the file I'm asking anyway. Important considerations I believe are?  ? ANZ still pick up a new client and new lending of $950,000  ? Whilst the rate fee of $750 was paid the loan was never actually drawn and so no money was ever fixed ? ANZ are not missing out in any way. ? Client is new to bank so from a customer service point of view it would be nice to refund the fee and give the client a good experience  If you are able to ask the question for me to someone who has the ability to say yes to our request it would be great. I understand that under the terms of the fixed rate lock fee the bank doesn't need to refund the money and I also understand a lot of people will be able to knock back our request. What I'm hoping is the person who makes the decision for us looks at the bigger customer service picture and that the person has the ability to refund fee even if the final decision is not tolock rate fee reimbursment a she did not go ahead with the fixed rate and opted for a varaible loan with ANZbased on the customer value and experience as a new mortgage customer. we have agreed to refund the $750.00 that the customer has paid as lock rate as he is still proceedig with his loan except he has changed his mind to have a variable loan instead.  called the broker ided and advised of resolution.     loan has settled and customer has emailed to request gwg be posted   he has been informed this is approved subject to his loan being drawn, and we have considered the customer value and experience in this instance as her first time mortgage with ANZ15",0.0,0.0
1872,COM-102617,COM-102617_1,bonus points,customer received incorrect  information when he enquired regarding the bonus points and was advised he would be eligible for bonus points if he opened a black when he already had a platinum card which he closed on 11/09/2017,"customer has already been approved 10K bonus points, offered apology",14a,"customer received incorrect  information when he enquired regarding the bonus points and was advised he would be eligible for bonus points if he opened a black when he already had a platinum card which he closed on 11/09/2017bonus pointscustomer has already been approved 10K bonus points, offered apology14a",0.0,0.0
1896,COM-102658,COM-102658_2,"Credit card limit $4,000.00. But customer was advised by branch he was approved for $9,500.00.","Customer opened accounts with ANZ in a branch. Once opened, had trouble with goMoney registration.  Customer applied for BT offer for 0% interest. Customer initially applied for Low Rate Platinum card (customer sent all required documentation including income) which was declined as his income was not enough for that card type. Customer then applied for a different card.  Customer received a call to verify his income. Customer sent documents again. Customer then receievd an SMS requesting the information be supplied again. The customer emailed them through for the 3rd time, also sending them to a branch member he had dealt with.  The customer then received a call from the branch member he had dealt with, advising that he had been approved for a $9,500.00 credit limit.  When the customer received his credit card, the paperwork attached advised he was approved for $4,000.00. After opening accounts with ANZ, customer has also received suspicious phone calls from someone claiming to be an ANZ staff member.  Customer requesting credit limit to be increased to $9,500.00.",Apologised for poor experience. Credit $58.00 for annual fee as goodwill payment.,15,"Customer opened accounts with ANZ in a branch. Once opened, had trouble with goMoney registration.  Customer applied for BT offer for 0% interest. Customer initially applied for Low Rate Platinum card (customer sent all required documentation including income) which was declined as his income was not enough for that card type. Customer then applied for a different card.  Customer received a call to verify his income. Customer sent documents again. Customer then receievd an SMS requesting the information be supplied again. The customer emailed them through for the 3rd time, also sending them to a branch member he had dealt with.  The customer then received a call from the branch member he had dealt with, advising that he had been approved for a $9,500.00 credit limit.  When the customer received his credit card, the paperwork attached advised he was approved for $4,000.00. After opening accounts with ANZ, customer has also received suspicious phone calls from someone claiming to be an ANZ staff member.  Customer requesting credit limit to be increased to $9,500.00.Credit card limit $4,000.00. But customer was advised by branch he was approved for $9,500.00.Apologised for poor experience. Credit $58.00 for annual fee as goodwill payment.15",0.0,0.0
1910,COM-102687,COM-102687_1,acquisition offer not applied,Customer was advised she is eligible for bonus offer for travel adventure card but she is not as she had a rewards platinum.,Apologised for delay and requested loyalty team to allocate 60k points,14a,Customer was advised she is eligible for bonus offer for travel adventure card but she is not as she had a rewards platinum.acquisition offer not appliedApologised for delay and requested loyalty team to allocate 60k points14a,0.0,0.0
1923,COM-102694,COM-102694_1,Incorrect or insufficient explanation or disclosure- Overseas TXN fee for CREDIT CARD transaction,"The customer has been charged and overseas transaction fee  of $262.63.  He initially requested an international transfer form the harvey bay branch and was advised of a $25.00 fee .  he them decided to use his credit card and asked whether he would be charged a fee .  he said the branch staff did not know.  He believes ANZ is double dipping.  apologised if he has not been given with sufficient information prior to proceeding with paymnent to the norwegian cruise line.  he has been advised that as the account for them is in Miami, as he has confirmed from his invoice, we would have needed to conver thr funds to US dollars for payment if they do not accept australian dollars.  hence the fees.  i have advsied fee is dependent on transaction amount.  advised as a once off gwg i was happy to credit   $ 270.00 and i will provide feedbcak to the harvey bay branch  advised funds will take two to three business days to clear  customer has accepted the above as a final resolution and he now understands that this overseas txn fee can get charged if we have to convert the funds.   customer has been infoirmed once above has been actioned the complaint will be finalised","he has been advised that as the account for them is in Miami, as he has confirmed from his invoice, we would have needed to conver thr funds to US dollars for payment if they do not accept australian dollars. hence the fees. i have advsied fee is dependent on transaction amount.  advised as a once off gwg i was happy to credit $ 270.00 and i will provide feedbcak to the harvey bay branch  advised funds will take two to three business days to clear  customer has accepted the above as a final resolution and he now understands that this overseas txn fee can get charged if we have to convert the funds.   customer has been infoirmed once above has been actioned the complaint will be finalised",33,"The customer has been charged and overseas transaction fee  of $262.63.  He initially requested an international transfer form the harvey bay branch and was advised of a $25.00 fee .  he them decided to use his credit card and asked whether he would be charged a fee .  he said the branch staff did not know.  He believes ANZ is double dipping.  apologised if he has not been given with sufficient information prior to proceeding with paymnent to the norwegian cruise line.  he has been advised that as the account for them is in Miami, as he has confirmed from his invoice, we would have needed to conver thr funds to US dollars for payment if they do not accept australian dollars.  hence the fees.  i have advsied fee is dependent on transaction amount.  advised as a once off gwg i was happy to credit   $ 270.00 and i will provide feedbcak to the harvey bay branch  advised funds will take two to three business days to clear  customer has accepted the above as a final resolution and he now understands that this overseas txn fee can get charged if we have to convert the funds.   customer has been infoirmed once above has been actioned the complaint will be finalisedIncorrect or insufficient explanation or disclosure- Overseas TXN fee for CREDIT CARD transactionhe has been advised that as the account for them is in Miami, as he has confirmed from his invoice, we would have needed to conver thr funds to US dollars for payment if they do not accept australian dollars. hence the fees. i have advsied fee is dependent on transaction amount.  advised as a once off gwg i was happy to credit $ 270.00 and i will provide feedbcak to the harvey bay branch  advised funds will take two to three business days to clear  customer has accepted the above as a final resolution and he now understands that this overseas txn fee can get charged if we have to convert the funds.   customer has been infoirmed once above has been actioned the complaint will be finalised33",0.0,0.0
1934,COM-102704,COM-102704_1,waive $110.00 as goodwill payment,customer charged $55.00 reward fee for frequent flyer Platinum,goodwill credit of $110.00,14a,customer charged $55.00 reward fee for frequent flyer Platinumwaive $110.00 as goodwill paymentgoodwill credit of $110.0014a,0.0,0.0
1936,COM-102708,COM-102708_1,Customer is ANZ staff not happy about being charged fees.,Customer not happy about fees being charged.,Advised customer will organise reimbursement of $440 to his ANZ REWARDS BLACK credit card. Advised customer will also request fee waiver to be placed. Customer happy with outcome.,14a,Customer not happy about fees being charged.Customer is ANZ staff not happy about being charged fees.Advised customer will organise reimbursement of $440 to his ANZ REWARDS BLACK credit card. Advised customer will also request fee waiver to be placed. Customer happy with outcome.14a,0.0,0.0
1961,COM-102749,COM-102749_1,$58 debit interest charges charged on the account 15/9/25017,Customer called in furious about  being charged $58 debit interest charges on the  offset account 15/9/25017. Customer issued a cheque for 125K on 12/9/2018 and credited funds in there the next day. the cheque was however processed the same day as it as cheque for down payment of a house. Customer understands this but yet feels the money was sitting in another savings account and the bank should have checked it before charging any fees.,Reversed debit interest fee of $58 as gwg to resolve complaint,15,Customer called in furious about  being charged $58 debit interest charges on the  offset account 15/9/25017. Customer issued a cheque for 125K on 12/9/2018 and credited funds in there the next day. the cheque was however processed the same day as it as cheque for down payment of a house. Customer understands this but yet feels the money was sitting in another savings account and the bank should have checked it before charging any fees.$58 debit interest charges charged on the account 15/9/25017Reversed debit interest fee of $58 as gwg to resolve complaint15,0.0,0.0
1965,COM-102750,COM-102750_1,Increase of interest rate of his 'Interest Only' Home Loan,Customer unhappy about the increase of the interest rate on his 'Interest Only' variable home loan,Apologised to customer and informed him the rate increase was an organisation decision made by ANZ. We have reviewed his current rate and he is on the best rate we could offer.,14a,Customer unhappy about the increase of the interest rate on his 'Interest Only' variable home loanIncrease of interest rate of his 'Interest Only' Home LoanApologised to customer and informed him the rate increase was an organisation decision made by ANZ. We have reviewed his current rate and he is on the best rate we could offer.14a,0.0,0.0
1975,COM-102762,COM-102762_1,customer not happy that she did not got the 75K bonus points,Customer called in regards to 75K bonus points. customer advised she is been told at the branch that she is eligible for the points.,I have offered 25K bonus points to resolve customer complaint.,14a,Customer called in regards to 75K bonus points. customer advised she is been told at the branch that she is eligible for the points.customer not happy that she did not got the 75K bonus pointsI have offered 25K bonus points to resolve customer complaint.14a,0.0,0.0
